,text,sentiment
2730,its raining and im outside without an umbrella,1
2731,that little girl on bgt  omggg how can people not feel sorry for her,0
2732,yup def swine flu i think it was the sausage,1
2733, thats tonight cool,2
2734,new article httptinyurlcomc6mek5 let me know what you think,1
2735, me too tatiiiii,1
2736, have a good day  im checking out hugh today also be on lookout for best cassoulet recipe you will have ever tasted,2
2737,nice night should be golfing,2
2738, signin autographs would be boring i think get wasted 2nite have fun im stuck at work,1
2739,it is possible to frown while eating a frosty,1
2740,sad that christian lacroix had to file bankruptcy,0
2741,stupid my ipod is taking forever to load,0
2742,jessie has gone away 4 the weekend i miss her already,0
2743,sitting in a shadow of the tree in the heart of the city listening to panicwaiting for the bus  thankswindfor being so pleasant a ,2
2744,woke up early this morning  not happy bout that headache dizzy cant breathe yeh im still sick,0
2745, nevermindi kept reading and see yall r gonna be in williamsburg   ill mind my business now lol,0
2746,fingers crossed that my neighbor can sign for my ups package today otherwise it may be byebye pretty skirts,1
2747,alice doesnt know what to wear to the cinema  3,0
2748,yeah yesterday i turned 16 my parents rented me out a hummer limo it was pretty cool,2
2749, aww dont cry ashley,2
2750,i didnt bring my pokemon with me i forgot them at home,1
2751,has to go to sleep but is not sleepy at all,1
2752, love it i wish my other half could even name web design ladies,2
2753, and i still recall how helpful you were way back when as i struggled on an ar contest question,2
2754,had a great weekend but ate too much i think  i am looking forward to my trip to hobart on friday the 15th,2
2755, hushstop teasing,0
2756,im wearing a certain tye dye tshirt at the moment and it misses its 8 counterparts,0
2757, gotcha  lets meet up  the twitt cafe,1
2758,is feeling sick  oh well i reckon those people on the bus cursed me anyways nighty night all,0
2759,that didnt take long a fragment of bone did not heal to the major bone it is now being reabsorbed by my body may need fix in future,1
2760,  happy belated birthday hun my net broke  this is the first chance ive had to get online luff yooooooo xxxxxxxx,2
2761,i  think  i read strawberries  its hard to have a fav char in your comics i like bad rabbit and the stud chic  sent to kid,1
2762,your the supporter  its totally up to you,1
2763,marie justin timberlake is sooo funny,2
2764,get yer freak onits monday have a great one if its possible to have a great monday,2
2765,i just managed to stab a piece of bhuja hot of course into the roof of my mouth blood everywhere  well at least in my mouth,1
2766,   i love you,2
2767, a steak burrito bowl right i wish i wasnt too lazy to go downtown,0
2768, hahaha chivalrys not dead just rare,2
2769,awww holly  shes so cute i hope they let her sing again,2
2770, omg that was my twin sisters fav song,2
2771,moving offices  im going to miss you hollywood,0
2772,my girl friend also dropped me,1
2773,off to a wedding,1
2774, probably not kinda expensive and we have to work most people have off weekends we work,0
2775, shame freud cant follow up on those implications,0
2776, yes the pool opened this weekend,1
2777,is all alone for the evening,1
2778,might still be eating and drinking then,1
2779,farewelling an employee tonight,1
2780,everyones just set to away on msn nobody to talk to ,0
2781, i skyped u  las nite,1
2782,i like rio ferdinand  when hes wearing an england jersey,2
2783,truly sad my cheap little camcorder just shot craps,0
2784,sweet nk dreams love you all,2
2785,is obsessing over chris pine  heehee,1
2786,fear crept in but its already been dismissed now let me do this thing right coz this time the feelings are there and its so different,0
2787,is ugh what a miserable looking day 54 degrees where did summer go,0
2788,i am so bored i really dont know what to do,0
2789, woot you go girl,1
2790,from twitterberry moved to ubertwitter  suffered from bb cache errors,0
2791, how poetic great going keep them coming,2
2792, thanks stephen appreciate it,2
2793,totally just got hit on by one of her bar guests ha hayay me,1
2794,  i hate when that happens i hope you figure it out soon,1
2795, well miss you im sad i didnt get to meet you,0
2796,completely excellent dave matthews concert jason mraz opened  i heard stay or leave  crush for the first time live,2
2797,spoke about culture to some of our rackers over at the castle now time for some awesome mexican food no drinkingantibiotics,2
2798,twitz lolhiiii yourself maybe lay off the patron and down a bottle of water,1
2799,on my way homee  i love long car rides3,2
2800,tiiiired but i cant sleep,0
2801, you were greeeeeeaaaaatttttttt babe it was amazing,2
2802,not well again   its definitely not hayfever,0
2803,thinking about recent job opportunities and hoping to get one and gettng ready for church,2
2804,my poor little 7mth old was taken to hospital yesterday we are syringe feeding him at home because he doesnt want to drink,0
2805, graverobber graverobber sometimes i wonder why i even bother have fun tonight,2
2806,so  is on snl tonight its going to be a hilarious,2
2807,got to see 2 of my favorite guys back on long island  heading back to the city tomorrow or monday to be with the boyfriend 3,0
2808,you tell yo mamma an em i axe how she durrin and that i said happy mothers day,2
2809,i dont want her to leave,1
2810,httptwitpiccom66xjl  an hour in the sun turned me into a blancmange sucks to be pale,0
2811, aww  happy mothers day to you too girlie kingston is lucky to have such a great mommy,2
2812, oh really  hopefully it was a good one i just was trying to get your attention thats all,2
2813,  let me check sirs,1
2814,bout to knock out feelin a lil sick  peace yall,0
2815,yay playing scattegories and being random with joel may  sherman,1
2816,corruptedangel my god really really 50 christ,1
2817,httptwitpiccom67ofz  ugh grosss,0
2818, if you can and know how why not,1
2819,like wat do i do wat do i doha i got it ill go 2 mushygushy so peace out twitter dudes i got a gushy gram 2 make,1
2820, i need a hug cuz these garbage truck men keep driving next to me whistling and im working too hard 2 graduate,2
2821, that was fantastic thank you,2
2822,r one of mine is a potential winner i think could be quite easy to code but i might sit on it for now,1
2823,34 hours sleep last night  barely functioning,0
2824, thank you  usually the learning happens after i get a little rest and review my notes  which reminds me id better get some rest,2
2825,i hear its a scorcher back home  all weve got here are clouds  back in the studio maybe if were lucky we might get 2 songs done 2day,1
2826, so technicallyi havent really gotten out of bed so i think youre right and im gonna stay here,1
2827, yeah ill probably stop when all of my stories are completely finished that wont be for a while though wide awake,0
2828, nope  its been years since its happened like this,1
2829,trying this twitter thing out facebook is finally a routine for me now i need to figure out how to do the twitter thing,1
2830, see u next saturday with mr ,1
2831, i miss you terribly,0
2832, ill have to be more creative in choosing my next alias  adding the n to the front obviously was not stealthy enought,1
2833,s  tried to reply back to you but you need to follow me for me to dm  we have many friends in common is the short answer,1
2834,i bought a leica m8 charger arrived doa called leica  got transferred around and left a vm  atleast the rf isnt misaligned,1
2835,oh yeah the camera clipping problems with void are now completely fixed  yay me for fiddling about,2
2836, all of em hahahahaha sry,1
2837,got the twilight board game today  good old ebay,2
2838,48 laws of power by robert greene its a little bit much for me but is anyone interested in a copy dm me if you are,2
2839, im a real boy goddamit guh apostro i feel sad the library lady thinks im stupid shes stupid  j,0
2840,  ive run out of earl grey so having lemon tea instead then whb for me too,0
2841,finally made it to the qchappy mothers day  got my car,2
2842, now im done good nite,2
2843,  i have no one to watch it with ma peeps  are actually focused on their finals already,0
2844, oh its been so long i cant remember,0
2845,download movie  notorious httptinyurlcomd2u4gs cool movie,2
2846,want to hang out with beth and tenaya and their hubbys tonightbut jon wants to hang out with some other people,1
2847,talking to sarah and lisa,1
2848,tweeterizing from a mobile,1
2849, hi waking up and not lazy at all you would be proud of me 8 am here btw nice colour not burnt,2
2850,seagull hates me and im utterly depressed about it i miss him,0
2851,i want to get super pretty  and i want a cig,1
2852,wasabi is recovering from surgery  httpappsfacebookcomdogbookprofileview6121231,2
2853,omg no icecream,0
2854,is going to school  leave me stuff,1
2855,have to run ill be on later and hopefully can catch everyone i missed today working on web is a bear and so i miss a lot,1
2856,gosh watchin cosmetic surgery nightmares on itv  it is awful,0
2857,ive been passed out drunk for the passed couple of hours  good to go now,1
2858,    grr my stupid meebo is disconnecting me every 5 seconds,0
2859, lmao just saw this that sounds hella good i have a hair appt at 7,2
2860,ooh new bonkers is out tomorrow nearly forgot about that,1
2861, im not sure but 4719 fans in just a week is a wow to me i guess they will soon overtake other malaysian page to be no1,2
2862,im so tired and sick  i have to be better on sunday so i can sing morning and night,1
2863,i love the video for da funk by daft punk,2
2864, how lovely,2
2865,packing gym bag off to the gym in a bit squee im my happiest whem im on the go,2
2866,happy mothers day mommy  i love you so much dono what id do without you ,2
2867,homework  study guides,1
2868,grrr hate when i make careless mistakes on docs i give to my partner,0
2869, at least hes in breakthrough performance tho i just wanted him nominated in his own category,1
2870,the 3d version of up sold out   regular version it is,1
2871,and its gone,1
2872,ruggedman hi vishal,1
2873,finally now i am me again  i had to use internet explorer  firefox issues   back to normal tweeting,1
2874,its friday but i have to work the weekend,1
2875,feeling some butterflies today   study study study contracts gonna ace this then on to the writeon competition for the journals,2
2876,now comes the fun part  because you can find only a few offers per country or you live outside us your changes can be quite tiny,2
2877,watched yes man it was good  httptinyurlcomdbrc88,2
2878, she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,0
2879, hey sherri  dont give up bc theyre married they may have a brother or a friend,2
2880,sorry just think  25 hrs till 2 days off,1
2881, i cant im on my ipod and it doesnt have im,0
2882,okay so i thought i was getting sick but nope  hahaha phew sry mike lol  hope you get better soon,2
2883,grrrr youtube wont let me watch the  chat again,0
2884, well that propels people to change direction no point wasting your days on something you lost the passion for,0
2885,hour fifteen drive just left bored and ate half my food already,0
2886,contemplating getting my hair cut and having severe anxiety about it,0
2887,i am seriously addicted to talking to people haha but i love it so i dont care and you cant tell me otherwise jerk,1
2888,excitement 8 new followers overnight sadness 6 of them are ad bots,0
2889, sorry demi just read post that you can attend bgt im sure your support for sb has helped tho  a world without paps plzz,0
2890,i wish i could go to meet in the middle tomorrow,2
2891, pauly wallly  you made my life  happy as hell and i love you x3 you should reply back to me,2
2892,lovin    bailon soooo much right now,1
2893,bye la i already miss you,0
2894, haha dork  that sounds so yummy  share,2
2895,ahhh i think my legs are burnt  they hurt,0
2896, its trashy and sensationalistso yes,0
2897, hahaha now ur gonna tweet i awoke to 67 the other night haha man the concerts here suck calis da place 2 be,1
2898,happy star wars day,2
2899, thanks for the follow,2
2900, httptwitpiccom3ernb  loving the jumper,2
2901,oh fml its probs gunna be at shepards bush  i hate it there,0
2902, unfortunatly just about to start making my way home  but via singapore for a gig too so fun aint over  just yet ,1
2903, i wish we had sun lollies for me to get addicted  what flavour,2
2904,im such a saddo haha but that actually makes me really happy warrens dead though,1
2905, are you in need of another kiss attack,1
2906, hehe i can almost hear out of my right ear now  can you yet,2
2907,nku  i can get that app after all,1
2908, saw a whole lot of your stuff at africa joy casterbridge farm white river in mpumalangawas quite thrilled to see ur stuff,2
2909,mom emailed you  itll be on the porch anytime if you come tomorrow well have to miss you dont worry about knocking,1
2910,tweetioi in class is a real problem  taylor,0
2911, hey hunnie  how are u i miss talkin to u ty for the follow,1
2912,i think im broke again  ,0
2913,httptwitpiccom4jco5  the result of working the greenblack fingers,1
2914,maaaaan i spent an hour on a project for work only to have the computer bork and crash and lost it all,1
2915,has made a decision and will stick to it although im really not sure its the right one,0
2916,ahhhhh processing shipment  sooooooo much,1
2917,i cant find   hope he didnt get eaten by anything last nighthe jumped off the deck   he just wont stay in safe sigh,0
2918,my poor baby girl is poorly  x,1
2919, whooo baby good luck,2
2920,d aaaww thats so good to know im glad james is doing great  we love you guys kisses from venezuela,2
2921,does real detroit weekly not have a websiteoh the horror the horror,0
2922,is going to be off line for the rest of the day made some progress on a game over the weekend  you may not like me again,0
2923,omgod im soooo tired    i dont think i have the energy to film today lol,0
2924,  is all mine  twpp shadez,1
2925,writing an essay in college writing  so boring,0
2926,just heard good vibrations and i thought of charlie dying on lost,1
2927, i am surprised you havent fired  for announcing the whole world of they body theyd found selfish,0
2928, haha i see  go wear blue  heey ur watching jonas hahaha  havent watched any ep yet hope it shows here soonp,2
2929, itd be nice but soon well have to pay to tweet,1
2930, how do you win the trip to america please reply xo,1
2931, hahaha yes i am  lil jon is the freakin jizzle u know i named my 1st puppy after u lil jizzleremember lolxoxox,1
2932,wonders why her karma points turned into 000  httpplurkcompwxj54,1
2933,the sun is shining  have a great day,2
2934,chazs daily happenings 2231 watching er instead of a dvd end of an era   1109 the sun is out wooo   httptinyurlcomlgwrum,1
2935, hahaha thats a cool pic that sal made of daniel and you lol,2
2936, your sweetie is very lucky too  liberty,2
2937,anyone have a super nintendo controller they want to sell me mine broke,0
2938, go to mid valley la   haha never mind la i dont wanna go with you anyways,1
2939,attempting to sleep my puppy is sick already,0
2940, i wanted to see that  enjoy it,2
2941,hah finally got home,1
2942,is sick in the doctors waiting room,0
2943,why did i drive and how did i make it ahh margaritas are the best,2
2944, omg wow  i hope everything is ok now,2
2945,lazy day staying off the foot as much as possible,1
2946,thingsmummysaid  you are the result of a broken condom,0
2947, oh okay cool i love the fast and the furious cant wait to see the new one,2
2948,so yeah things arent going so well for me im getting to feel like i havent felt in a long long time,0
2949,yes reprieve one paper pushed back until friday that leaves just three more pages due by 400pm not even a problem,2
2950,spending some quality time with my fender tele deluxetrue love,2
2951,hmm icecream for breakfast  springtime,1
2952,wishing i could have seen my nephew graduate from kindergarten,0
2953, i l u so much  see u at school todaay,2
2954,britains got torture  edelcries,0
2955,  its suzi,1
2956, its amazing the dvds ill put on my netflix list just based on the trash potential inherent in their titles,2
2957,august84  requoting the gyaan  the more you live life the more you fail to notice how you live it  quote by muthu,1
2958,perkinz  idk wat after dat tho maybe sum  lol,1
2959,  youre silly,0
2960,its 115 am and i hear a helicopter flying over my house thats kind of weird in other news my headache is back booooo,0
2961, rofl u did  hahaha lemme tell salman munir p p,2
2962, yea way to go super excited for a great midwest resource midwest pride,2
2963,hi  i have the net yayy im here for a short time though,2
2964,loving the sunshine wish poor richie would feel better,2
2965,and were in,1
2966, heyy i have a sis of 1 year with 5 months and still she don t want to walk,0
2967,  hey is your site down i was going to listen to the web stream but cant get to the site,0
2968,my mind is racing  bc of 4 words he wrote  i hate him but i hate her most  and i cant keep from falling for him,0
2969, i hope so  eclipse is up and running again btw  httptinyurlcomd792yd,1
2970,uh happy mothers day mum,2
2971,bebop thats lame sorry,0
2972, morning  how are you,1
2973, cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,0
2974, ill most definitely write about it i look forward to your article on re5 if you do write about it it should be fun,2
2975, hugs 4 kathy though my moms in heaven i know shes smiling at my accomplishments  all the people who keep me positive,2
2976, oh noes i missed you again,0
2977, i dont have anything being fwd through to mobileme and the last week ive gotten at least 4 5 spam messages a day,1
2978, ive been spending time wmy momma were celebrating mothers day for her early  ive been good how was woodburn,2
2979, heard that your dad would be going here in september would you also come with him,1
2980, i heard it was disappointing which i am disappointed by before ive even seen it  what a waste of c bale,0
2981,   mandarinmonday,1
2982, yeah i thought that was very little warning for you guys   i dont miss 129 shifts 6 dayswk with no break thats for sure,0
2983,right i now need breakfast lets see if i can make it while tweeting  what am i thinking im a bloke multitasking is out lol,1
2984, ill teleport it straight to you,1
2985,59 may be my new fav number,2
2986,so i have done absolutely nothing all day todayhow pitiful is thatsmdhguess i cant go out 2nite i gotta work  booo ,0
2987,sad casue everyone is going their seperate ways never going to see my friends again,0
2988, cool np its got me working on a series of designs,2
2989,have to sell my car its costing me too much can now afford one rollerskate bye bye petey,0
2990,  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,0
2991,jim i so much want to see the screen adaptation of kick  but once i found out nick cage was in it my heart sank,0
2992,oh it is so sunny,0
2993, oh noes  hope you feel better soon my head sympathizes with yours,2
2994,sunburn is really bad now regretting sitting in the sun without suncream now,0
2995,i feel like im on alott of drugs,0
2996, hehe his name was jack dawson  he died on the titanic  u c that movie mileyim watching it rite now amazingtell leo i3him,1
2997, oic where in cavite no sorry im not from america  if you can see my profile theres no word like america there,1
2998,my throat hurts  gonna go read and go to bed text mee,0
2999,watching old skool fall out boy vids,1
3000, join the club,1
3001,yspitta was caught in traffic around the howlin wolf for about 30mins i was wondering wth was going onmusta been nice,2
3002, agreedthis time of the year we should change the motto to the soggy statemy backyard looks like a swimming pool,1
3003, ohhh i really want to see coraline it seems really good,2
3004,why is it so  cold ,0
3005, fatty omg i just found the worst  out and idk what to do i need to talk to you hopefully i see you when you get off work,1
3006, if you werent picky precise i might not find you as interesting to talk to,0
3007, awee,1
3008, you will be succesful  love you,2
3009,yeaaaah tangerang in vacation,1
3010,yah me too,1
3011,i lost 15 dollars i always lose my money,1
3012,well looks like it is going to be another night without my snuggle bug  missing my big girl,0
3013, but it is a good one,2
3014,shannon1234 shannie im so sorry didnt mean to upset you i just thought you would find it cute  im sorry dont be sad,0
3015,totally the best part of my day was studying with   haha ok now im really leaving hollys and ill be there shortly peace,2
3016,going to clean my room but thats not hard i keep my room pretty clean reallyanyway i could still be doing better things,1
3017,got approximately 3 hours of sleep last nighti love my life,2
3018,bad week for connectivityarlington panera wifi sucks maybe head to legal seafoods at airport dangmissing metaverse u stream,0
3019, we have mice in our attic who clog dance,1
3020,i need to make more of an effort to meet some of my best online friends like   3 but  the money it costs d,1
3021, dude same  it hurts,0
3022, wish i was in dallas can i still say ow lol hey u spelled my name wrong  its all good thanks for ff love,2
3023,fall down,1
3024,in study hall with brittneyy,1
3025,flo well thats not nice hope ur all good now,1
3026,ive been reading up on sims 3 genetics on the sims 2 forums apparently hair dye is passed on to offspring im very disappointed,0
3027, dont know yet no word   hopeful though and some good stuff happening lately so im getting excited,2
3028, httptwitpiccom4jguu  wow that is pretty  x,2
3029, thats great i was never so good at the jump roping,1
3030, the cast of true blood was there,1
3031, morning you,1
3032,new phone  zero contacts  poo send me a message with your name so i can save your numbers thanks,2
3033,working on something exciting and i cannot tweet about it for several months,1
3034, u were great as always but cant we do an east germany on noko or at least provoke them  then go in 4 the kill,2
3035, its a nice pair of shoes i checked other nike shoes if its worth buying it is,2
3036,so my coworkerfriend told me the manager who sent me home is afraid shes in trouble for sending me home haha dumb ,0
3037, wat u doin my bad im mixin this song,0
3038, can i help in any way,2
3039,signing out for the night  have a good sunday night all,2
3040, i just got two tickets one for speeding and one for tinted windows,1
3041, cleaning the house going out at 3 to see a soccergame with friends,1
3042,and thanks for the gorgeous flowers,2
3043,its good to be home,2
3044,ap north korea could opt for devastating land assault httptinyurlcomnmg9ht via report scary talk to say the least  mm,0
3045,i need to go out of office again i am melting,1
3046,back home after a funeral for my wifes grandfather today  now its time for homework,1
3047,httptwitpiccom4wtii  new hair going to greeattt use,2
3048,test another update sorry for bothering all of u guys,0
3049,calling it a night  talk to yall tomorrow,1
3050,  that sucks,0
3051,happy mothers day to my mom and all the mothers in the world,2
3052,i want to join drama practice today but i cant,1
3053,3breakupwords you have changed,1
3054, oh ok  well im sendin lots of love ,2
3055, nooooooooou never call me anymore  lolbut ive been good toorick ross is in town might go 2 his show 2nite ,2
3056, ill get my size 40s out now straight to the post office  see you later hun,1
3057, did she tell you why she hasnt i miss my boge,0
3058,possa happy happy bday baby girl love ya hope you get everything you want,2
3059, haha i just realised it sounded a lot like stellllaaa lol anyhoo i got ur facebook msg and will start working soon hopefully,2
3060,ok      love you girls but work beckons  will come back later for twpp,1
3061,  sounds like jeff has the best job in the world,2
3062,just spent an hour trying to get the newborn bird in my front garden to fly poor baby  no success,0
3063,someone doesnt feel good,0
3064,good morning people have a great day,2
3065, u can see i just twitted them if its the real xmsirius that is let me know any other contact info lets transmit this,1
3066,i wish i could twitter from the book expo but the reception at the javitz is horrible,0
3067, 100000  60  1667 wordsday  1667  10  167 wordshour  167  60  28 wordsminute  no pressure,2
3068, in august with anberlin theyre not headlining though  and yes there is a perth show,1
3069,got some new clothes  and series one of supernatural on dvd,1
3070, shout out to nikkipleassseee   soulja boy tell em live live  httpustream2uhs,1
3071,i love googles mothers day theme  httptrimjtl8,2
3072,tha lol  congrats,2
3073,makin tea an its stressin me out,0
3074, woah thats cool  just landed in london about 2 and12 hours agoi love the scenery beautiful ,2
3075, thats terrible  i enjoy being with you every minute,1
3076, oh jealous though youre missing the fried potato bread,0
3077,  how vile are people they have to remove things that have a value,0
3078, you should not be wasting the may bank holiday in the crappy north you should be down south in brighton where the partys at,0
3079, punkrockchick25 haha no i just saw a commercial for it  you wouldnt kill me,1
3080, guess i missed out on more than beer and a good time,0
3081,watching my favorite tv shows on hulucom for free,2
3082,so full from a great lunch and now stuck in traffic,1
3083, well as i mother  grandma i am a bit in a kidding mode,2
3084,very very bad headache that is getting worse by the minute not better,0
3085,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today,0
3086, but but it was funny when i wrote it,2
3087, thanks busy as  is good in my book,2
3088,only 1 tweet in the last 24 hours  nobody likes my tweetboard,0
3089, thanks appreciate it,2
3090,yay my ears match,2
3091, shes the ruddy manageress  2nd bad job from her i can never find a good place beyond 1 or 2 cuts,0
3092,wonders if anyone would care if she died tomorrow,0
3093, laundry instead of sitting here that darn laundry keeps mocking me,0
3094,unstable broadband and electricity taking toll on my mental stability,0
3095, grr  naplan just finished my commerce  geo exams  good luck y,2
3096,nice weatherlooks like its going to rain here in delhi,2
3097,my tweetdeck wont pull up,1
3098,that little boy that drowned yesterday lived in our subdivision and went to nicoles school so so sad,0
3099,an ultimatum is an ultimatum no matter how you dress it up  and that sucks,0
3100, i know dont tell anyone  i dont know if my dad told the famz yet i think im taking it online,1
3101, oooh you just spoiled my teenage fantasy,0
3102,its been so nice all day and now it looks like its going to rainjust when i was getting excited about taking photos when i get home,2
3103,yay i just fixed my blogs css problem that messed up the design,1
3104, ohh yeahh  im probs gonna be a loner to start with thanks to the person i was gonna go with be a ,0
3105,wondering why its so cold  the skylight is open  i left the gas on this morning,0
3106,new forum thread  first typhoon of the season is not headed to okinawa  made you look  httptinyurlcomdm4b3q,1
3107,ill be grand,1
3108, i love my mom tooo,2
3109,i had the best day ever i missed him more tomorrow too,2
3110,thingsmummysaid you need to learn to wash dishes and do laundry because i wont always be here to do them for you she was right,2
3111, yea  its mostly bc i couldnt sleep but oh well lunch time will come soon,1
3112, ahhh im drinking some too and bride wars is really good,2
3113, im missin out on all the fun aww  cryin lol,0
3114, thanks that was gonna be my next tweetyou the man  figuratively speaking,2
3115, yeah trimet says its a 1hr trip i get home at 630645ish so wed arrive just as everyone was leaving,1
3116,cottin with emilyyyyyyyy,1
3117,simplegirl  i have to miss the festivities this evening  heading up the hill and wont have internet and no bb service,0
3118, i have popcorn and fruitcake nowbut its just not the same as chocolate,1
3119,g ive been sneezing and felt like a trainwreck for the last two weeks myself but its not piggystuff  so were good then,1
3120,wockeez im missin u guys by a day ill b there tomorrow  butttt see u june 18th with the blockkkkk,0
3121,this is absurd  i feel like a dipping in the pool real quick  its too bad i dont have a poool,0
3122,going to get a pedicure and the to cpk for lunch,1
3123,why did everyone seem to leave me this weekend  sigh in bed,0
3124,going into town later to get myself a birthday present  an ipod touch will do nicely i think,2
3125,im off to bed head just wont stop giving me pain ahgg let this sinus allergy whatever you are be over tomorrow sogni doro,0
3126,at the bus stop theres always a big pile of loogies so gross,2
3127, well keep me posted if it comes out fully thanks,2
3128,happy star wars day,2
3129,thanks all for coming out tonight hope ya had fun,2
3130, i mean give lol with a finger then crash her car lol jk thats bad just ignore her,1
3131,things are looking better and better i think i might be quite happy,2
3132,had fun at the airshow with the boys today  exhausted,1
3133,marley and me is the saddest movie ever i never cry in movies but this movie mad me cry,0
3134,one of my cats is sick,0
3135,just left brooklyn going uptown for some latin coffee with a dollar sandwich cant find that in downtown brooklyn where brooklyn ,1
3136,i cant find my camera,0
3137,i think that im the only 1 on,2
3138,is feelin it,1
3139,im the bird with broken wings shes the song i love to sing  you know who you are ,2
3140, rofl room is too small to dance,1
3141,mmmichelle youre in france cheri,1
3142, that made me cry  poor hollie ,0
3143,ok time to head into urban outfitters to see what catches my eye then head home since this rain is hindering any more pics for the day,1
3144,really annoyed that work appear to have blocked facebook now,0
3145,mothers day,1
3146, printchick thx for sharen luv it,2
3147, delegate  i am now eating pate on toast a my wife is editing yesterdays engagement shoot ,1
3148,ha i think i really have lost it time to get ready for work,0
3149, hell yea its hot here  i miss cali,0
3150,yes i done it at last  my homework is ready dx and i can go waaalkiiing because the sun is shining  oh yeah,2
3151, you writing fanfic me read,1
3152, im saving up for a three burner weber for next year,1
3153,  thanks mr dj,2
3154,i hate the new mt dew commercialthe one with a giant mosquitoit scares me and grosses me out all at the same time,0
3155, ohh sorry  thats someone elses pic  my bad,0
3156, hugs oh gosh im sorry,0
3157, yeeeah d lmao dentists arent nice  espesh after they decide your too old for goodie bags with stickers  awesome toothpaste,2
3158, why do we need to wait another year for toy story 3,1
3159,hahah did i hear mvp chants in atlantas arena  at least they get it right there unlike at staples,1
3160, haha well then maybe u shouldnt be so weak  hehe jks  ,2
3161,biggest food fightmosh pit ever and i miss it from across the school,0
3162,i killed my dill plant again why does this happen with dill it is doing great then suddenly its dead httptinyurlcommlh4f5,0
3163,3wordsaftersex it hurts now,0
3164, i can only imagine but i know i love hearing about your novel    im kinda awake lol  will continue to do so hopefully,2
3165,gonna try to get a couple hours of sleep love going to bed at 9 am later twitter,2
3166,httptwitpiccom4wi9p  playing with ethan i love you baby,2
3167, how come i want pizza,1
3168,geez im hating bein at work till 10 on a day like this i feel like its a wasted lovley day,0
3169,at every gas station i look for postcards for   no luck,0
3170,ya i walked into the wall thats why i have a plaster on my neck,1
3171,  hey everyone i just mixed the first single  why r u im sooo excited,2
3172,guys will go see constance 	 logically,1
3173,did not sleep a wink last night  x,1
3174,  i feel your pain i once lived in an apt for 6 mos where the previous tenant had 4 cats burning eyestight lungs   gregg,1
3175,ahh big scary bug flying around my room,0
3176,oh yes the cavs win game5 now onto game6 its still danger they have to win this one either its no shot for the championship,1
3177, happy anoop day to you too monica,2
3178,just tried an energy drink to report back for you guys and im sweating and have the worst cramps i want to lie down,0
3179,happy mothers may to my mak   love you always xoxo,2
3180, i found out that theres sushi with fake crab meat and its not good for you,0
3181,is thinking about a career change,1
3182, meh i feel fine now it was crazy 10 minute sickness session but now im hungry again,0
3183, what sun,1
3184,   wellhopefully someday soon you can get one,2
3185,under sooooo much stress lately,0
3186, me too ,0
3187, tuned to listen but had a 130 meeting now know that my high schoolcollege french doesnt cut it anymore,1
3188,do you have a chronic illness blog let me know ill post your link on my own  ,1
3189,weekend is getting close too bad ill be stuck up north  hopefully ill be able to get out next weekend for some real life fun,2
3190,jt should just be a regular on snl,1
3191, twappy httpbitlyd9qvk,1
3192, its never too late  they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries,0
3193,not at all happydont know what the reason is,0
3194,fan76 rofl  thats my problem only two hands,0
3195,no transport for church  wont be making it im crushed oh well more time for assignments i suppose my throat really hurts ,0
3196, what timeeee my mom says i have to do something daw tomorrow eh but were never compelte,1
3197, ive been sat sunbathing in the bombed out church all day and left and missed you,0
3198,i know exactly where i should be,1
3199, ive made a game for you stephen httptinyurlcomctw4ld  well actually its for us not you,1
3200, thanks to follow have a nice rest,2
3201, sensation ocean of white portugal absolutely amazing  adoreiii,2
3202, yeah i got ur text well ive only been on summer break for a week and so far its been boring all i do is watch tennis matches,0
3203,ive been nudged not much going on lately umped games over the wknd and i took one to the pills,1
3204,i just saw a bird slowly die right next to me,0
3205, hahahaha where is that train i want on that should be a wild ride,2
3206,love the family feud episode with the kardashians tonight,2
3207,im coming up with a new plan with my bestie oh this one is gonna be great,2
3208,hmmm http is down,0
3209,lmaoummmm nothing,1
3210,90 haha agreed  lol,2
3211, hello  im up late playing on the internet i love you,2
3212,the music video i made for my  project for this city is contagious by  is uploading to youtube now,1
3213,theyre sappin mah sentry errr yea im without power at home right now,1
3214,crash in qmbol,0
3215, perth australia,1
3216,httptwitpiccom4wgoq  the beach was phenomenal 2day,2
3217, i forgot that was tonight was planning on heading down to the cask that might not be such a good idea,0
3218,tiredbut cant go to bed yet,0
3219, youre a night owl too huh,1
3220, haha no kidding i listen to them all day long bud,2
3221,going to group therapy session cant wait to spill my guts ha ha ha,1
3222, eat it its good for you,2
3223,happy mothers day  esp to my mommy,2
3224, what phone do you have  an old rotary,1
3225, i had to look at it 3 times before it sunk in totally shocked by it  tbh,0
3226, im in schaumburg rite now  and u want ice cream lol its type chilly outside lol i got ice cream here,1
3227,im donehaha house md marathon ulet,2
3228, omginorite id be all fancy and tophatted all the time its really too bad i cant grow a handlebar moustache,0
3229, got ya  that wouldnt be so bad tho right,0
3230,just finish clean up my computerguest rooms cupboard my stuffs,1
3231,just watched slumdog millionaire  its soo goood i love it  but its sad,1
